,Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G,RECTgt,RECRec,RECYds,RECY/R,RECTD,RECY/G,RECCtch%,RECY/Tgt,TotYds,TotTD,TotY/G,MVP
1269,1270,Isaiah Crowell\CrowIs00,2015,22,,CLE,NFL,16,9.0,185,706,3.82,4,44.1,22.0,19,182,9.58,1,11.4,86.4%,8.27,888,5,55.5,0
1270,1271,Joe Dawkins\DawkJo00,1973,25,10-249,DEN,NFL,14,14.0,160,706,4.41,2,50.4,,30,329,10.97,0,23.5,,,1035,2,73.9,0
1271,1272,Derek Brown\BrowDe01,1993,22,4-109,NOR,NFL,13,12.0,180,705,3.92,2,54.2,32.0,21,170,8.1,1,13.1,65.6%,5.31,875,3,67.3,0
1272,1273,Merril Hoge\HogeMe00,1988,23,10-261,PIT,NFL,16,8.0,170,705,4.15,3,44.1,,50,487,9.74,3,30.4,,,1192,6,74.5,0
1273,1274,Wilbur Jackson\JackWi01,1974,23,1-9,SFO,NFL,14,13.0,174,705,4.05,0,50.4,,23,190,8.26,2,13.6,,,895,2,64.0,0
1274,1275,Randy McMillan\McMiRa00,1984,26,1-12,IND,NFL,16,16.0,163,705,4.33,5,44.1,,19,201,10.58,0,12.6,,,906,5,56.7,0
1275,1276,Jim Taylor*\TaylJi00,1966,31,2-15,GNB,NFL,14,14.0,204,705,3.46,4,50.4,,41,331,8.07,2,23.6,,,1036,6,74.0,0
1276,1277,Robert Kelley\KellRo00,2016,24,,WAS,NFL,15,9.0,168,704,4.19,6,46.9,18.0,12,82,6.83,1,5.5,66.7%,4.56,786,7,52.4,0
1277,1278,Ernie Koy\KoyxEr00,1967,25,11-141 3-18AFL,NYG,NFL,14,11.0,146,704,4.82,4,50.3,,32,212,6.63,1,15.1,,,916,5,65.39999999999999,0
1278,1279,James Wilder\WildJa00,1986,28,2-34,TAM,NFL,12,12.0,190,704,3.71,2,58.7,,43,326,7.58,1,27.2,,,1030,3,85.9,0
1279,1280,LeGarrette Blount\BlouLe00,2015,29,,NWE,NFL,12,6.0,165,703,4.26,6,58.6,7.0,6,43,7.17,1,3.6,85.7%,6.14,746,7,62.2,0
1280,1281,Marion Butts\ButtMa00,1994,28,7-183,NWE,NFL,16,15.0,243,703,2.89,8,43.9,14.0,9,54,6.0,0,3.4,64.3%,3.86,757,8,47.3,0
1281,1282,Tony Dorsett*\DorsTo00,1988,34,1-2,DEN,NFL,16,13.0,181,703,3.88,5,43.9,,16,122,7.63,0,7.6,,,825,5,51.5,0
1282,1283,Brandon Jackson\JackBr00,2010,25,2-63,GNB,NFL,16,13.0,190,703,3.7,3,43.9,50.0,43,342,7.95,1,21.4,86.0%,6.84,1045,4,65.3,0
1283,1284,Delvin Williams\WillDe01,1979,28,2-49,MIA,NFL,14,13.0,184,703,3.82,3,50.2,,21,175,8.33,1,12.5,,,878,4,62.7,0
1284,1285,Charles Alexander\AlexCh00,1980,23,1-12,CIN,NFL,16,16.0,169,702,4.15,2,43.9,,36,192,5.33,0,12.0,,,894,2,55.9,0
1285,1286,Johnny Hector\HectJo00,1989,29,2-51,NYJ,NFL,15,9.0,177,702,3.97,3,46.8,,38,330,8.68,2,22.0,,,1032,5,68.8,0
1286,1287,Kevin Mack\MackKe00,1990,28,1-11,CLE,NFL,14,14.0,158,702,4.44,5,50.1,,42,360,8.57,2,25.7,,,1062,7,75.8,0
1287,1288,DeMarco Murray\MurrDe00,2015,27,3-71,PHI,NFL,15,8.0,193,702,3.64,6,46.8,55.0,44,322,7.32,1,21.5,80.0%,5.85,1024,7,68.3,0
1288,1289,Lorenzo White\WhitLo00,1990,24,1-22,HOU,NFL,16,16.0,168,702,4.18,8,43.9,,39,368,9.44,4,23.0,,,1070,12,66.9,0
1289,1290,Joe Childress\ChilJo00,1963,30,1-7,STL,NFL,14,14.0,174,701,4.03,2,50.1,,25,354,14.16,2,25.3,,,1055,4,75.4,0
1290,1291,Terrell Davis*\DaviTe00,2001,29,6-196,DEN,NFL,8,8.0,167,701,4.2,0,87.6,21.0,12,69,5.75,0,8.6,57.1%,3.29,770,0,96.19999999999999,0
1291,1292,Andra Franklin\FranAn00,1982,23,2-56,MIA,NFL,9,9.0,177,701,3.96,7,77.9,,3,9,3.0,0,1.0,,,710,7,78.9,0
1292,1293,Terry Allen\AlleTe00,1998,30,9-241,WAS,NFL,10,10.0,148,700,4.73,2,70.0,22.0,17,128,7.53,0,12.8,77.3%,5.82,828,2,82.8,0
1293,1294,Rick Casares\CasaRi00,1957,26,2-18,CHI,NFL,12,12.0,204,700,3.43,6,58.3,,25,225,9.0,0,18.8,,,925,6,77.1,0
1294,1295,Billy Taylor\TaylBi00,1979,23,4-90,NYG,NFL,16,9.0,198,700,3.54,7,43.8,,28,253,9.04,4,15.8,,,953,11,59.599999999999994,0
1295,1296,Bill Brown\BrowBi00,1965,27,2-20 6-45AFL,MIN,NFL,14,12.0,160,699,4.37,6,49.9,,41,503,12.27,1,35.9,,,1202,7,85.8,0
1296,1297,Rick Casares\CasaRi00,1959,28,2-18,CHI,NFL,12,12.0,177,699,3.95,10,58.3,,27,273,10.11,2,22.8,,,972,12,81.1,0
1297,1298,Andy Johnson\JohnAn01,1976,24,5-112,NWE,NFL,14,13.0,169,699,4.14,6,49.9,,29,343,11.83,4,24.5,,,1042,10,74.4,0
1298,1299,Brad Baxter\BaxtBr00,1992,25,11-303,NYJ,NFL,15,15.0,152,698,4.59,6,46.5,10.0,4,32,8.0,0,2.1,40.0%,3.2,730,6,48.6,0
1299,1300,Alfred Blue\BlueAl00,2015,24,6-181,HOU,NFL,15,9.0,183,698,3.81,2,46.5,16.0,15,109,7.27,1,7.3,93.8%,6.81,807,3,53.8,0
1300,1301,Franco Harris*\HarrFr00,1973,23,1-13,PIT,NFL,12,8.0,188,698,3.71,3,58.2,,10,69,6.9,0,5.8,,,767,3,64.0,0
1301,1302,Darick Holmes\HolmDa00,1995,24,7-244,BUF,NFL,16,2.0,172,698,4.06,4,43.6,34.0,24,214,8.92,0,13.4,70.6%,6.29,912,4,57.0,0
1302,1303,Bo Jackson\JackBo00,1990,28,1-1,RAI,NFL,10,0.0,125,698,5.58,5,69.8,,6,68,11.33,0,6.8,,,766,5,76.6,0
1303,1304,Julius Jones\JoneJu01,2008,27,2-43,SEA,NFL,15,10.0,158,698,4.42,2,46.5,25.0,14,66,4.71,0,4.4,56.0%,2.64,764,2,50.9,0
1304,1305,Charles Way\WayxCh00,1997,25,6-206,NYG,NFL,16,16.0,151,698,4.62,4,43.6,51.0,37,304,8.22,1,19.0,72.5%,5.96,1002,5,62.6,0
1305,1306,Marcus Allen*\AlleMa00,1982,22,1-10,RAI,NFL,9,9.0,160,697,4.36,11,77.4,,38,401,10.55,3,44.6,,,1098,14,122.0,0
1306,1307,Abner Haynes\HaynAb00,1964,27,5-55,KAN,AFL,14,,139,697,5.01,4,49.8,,38,562,14.79,3,40.1,,,1259,7,89.9,0
1307,1308,Bilal Powell\PoweBi00,2013,25,4-126,NYJ,NFL,16,11.0,176,697,3.96,1,43.6,57.0,36,272,7.56,0,17.0,63.2%,4.77,969,1,60.6,0
1308,1309,Tony Richardson\RichTo00,2000,29,,KAN,NFL,16,16.0,147,697,4.74,3,43.6,75.0,58,468,8.07,3,29.3,77.3%,6.24,1165,6,72.9,0
1309,1310,O.J. Simpson*\SimpO.00,1969,22,1-1,BUF,AFL,13,13.0,181,697,3.85,2,53.6,,30,343,11.43,3,26.4,,,1040,5,80.0,0
1310,1311,Dexter Bussey\BussDe00,1975,23,3-65,DET,NFL,13,13.0,157,696,4.43,2,53.5,,14,175,12.5,2,13.5,,,871,4,67.0,0
1311,1312,Wray Carlton\CarlWr00,1966,29,3-26,BUF,AFL,14,,156,696,4.46,6,49.7,,21,280,13.33,0,20.0,,,976,6,69.7,0
1312,1313,Gerry Ellis\ElliGe00,1983,26,7-192,GNB,NFL,15,14.0,141,696,4.94,4,46.4,,52,603,11.6,2,40.2,,,1299,6,86.6,0
1313,1314,Earnest Jackson\JackEa00,1987,28,8-202,PIT,NFL,12,9.0,180,696,3.87,1,58.0,,7,52,7.43,0,4.3,,,748,1,62.3,0
1314,1315,Giovani Bernard\BernGi00,2013,22,2-37,CIN,NFL,16,0.0,170,695,4.09,5,43.4,71.0,56,514,9.18,3,32.1,78.9%,7.24,1209,8,75.5,0
1315,1316,Jonathan Linton\LintJo00,1999,25,5-131,BUF,NFL,16,2.0,205,695,3.39,5,43.4,37.0,29,228,7.86,1,14.3,78.4%,6.16,923,6,57.7,0
1316,1317,Johnny Roland\RolaJo00,1966,23,4-54,STL,NFL,14,13.0,192,695,3.62,5,49.6,,21,213,10.14,0,15.2,,,908,5,64.8,0
1317,1318,Matt Snell\SnelMa00,1969,28,4-49 1-3AFL,NYJ,AFL,14,13.0,191,695,3.64,4,49.6,,22,187,8.5,1,13.4,,,882,5,63.0,0
1318,1319,Mark Higgs\HiggMa00,1993,27,8-205,MIA,NFL,16,8.0,186,693,3.73,3,43.3,12.0,10,72,7.2,0,4.5,83.3%,6.0,765,3,47.8,0
1319,1320,Horace Ivory\IvorHo00,1978,24,2-44,NWE,NFL,15,3.0,141,693,4.91,11,46.2,,14,122,8.71,0,8.1,,,815,11,54.300000000000004,0
1320,1321,Ted McKnight\McKnTe00,1980,26,2-57,KAN,NFL,16,16.0,206,693,3.36,3,43.3,,38,320,8.42,0,20.0,,,1013,3,63.3,0
1321,1322,Robert Smith\SmitRo00,1996,24,1-21,MIN,NFL,8,7.0,162,692,4.27,3,86.5,14.0,7,39,5.57,0,4.9,50.0%,2.79,731,3,91.4,0
1322,1323,John Fuqua\FuquJo00,1970,24,11-273,PIT,NFL,14,14.0,138,691,5.01,7,49.4,,23,289,12.57,2,20.6,,,980,9,70.0,0
1323,1324,Carl Garrett\GarrCa00,1969,22,3-58,BOS,AFL,14,9.0,137,691,5.04,5,49.4,,29,267,9.21,2,19.1,,,958,7,68.5,0
1324,1325,Travis Henry\HenrTr00,2007,29,2-58,DEN,NFL,12,7.0,167,691,4.14,4,57.6,14.0,7,65,9.29,0,5.4,50.0%,4.64,756,4,63.0,0
1325,1326,Tommy Mason\MasoTo00,1964,25,1-1 1-2AFL,MIN,NFL,13,12.0,169,691,4.09,4,53.2,,26,239,9.19,1,18.4,,,930,5,71.6,0
1326,1327,Ron Dayne\DaynRo00,2001,23,1-11,NYG,NFL,16,7.0,180,690,3.83,7,43.1,11.0,8,67,8.38,0,4.2,72.7%,6.09,757,7,47.300000000000004,0
1327,1328,Jerry Eckwood\EckwJe00,1979,25,3-60,TAM,NFL,16,10.0,194,690,3.56,2,43.1,,22,268,12.18,0,16.8,,,958,2,59.900000000000006,0
1328,1329,Don Perkins\PerkDo00,1965,27,9-106,DAL,NFL,13,13.0,177,690,3.9,0,53.1,,14,142,10.14,0,10.9,,,832,0,64.0,0
1329,1330,Kevin Jones\JoneKe02,2006,24,1-30,DET,NFL,12,12.0,181,689,3.81,6,57.4,78.0,61,520,8.52,2,43.3,78.2%,6.67,1209,8,100.69999999999999,0
1330,1331,John Settle\SettJo00,1989,24,,ATL,NFL,15,15.0,179,689,3.85,3,45.9,,39,316,8.1,2,21.1,,,1005,5,67.0,0
1331,1332,John Cappelletti\CappJo00,1976,24,1-11,RAM,NFL,14,14.0,177,688,3.89,1,49.1,,30,302,10.07,1,21.6,,,990,2,70.7,0
1332,1333,Robert Delpino\DelpRo00,1991,26,5-117,RAM,NFL,16,15.0,214,688,3.21,9,43.0,,55,617,11.22,1,38.6,,,1305,10,81.6,0
1333,1334,Archie Griffin\GrifAr00,1979,25,1-24,CIN,NFL,16,15.0,140,688,4.91,0,43.0,,43,417,9.7,2,26.1,,,1105,2,69.1,0
1334,1335,Garry James\JameGa00,1986,23,2-29,DET,NFL,16,15.0,159,688,4.33,3,43.0,,34,219,6.44,0,13.7,,,907,3,56.7,0
1335,1336,Billy Ray Barnes\BarnBi00,1959,24,2-19,PHI,NFL,12,12.0,181,687,3.8,7,57.3,,32,314,9.81,2,26.2,,,1001,9,83.5,0
1336,1337,Rashard Mendenhall\MendRa00,2013,26,1-23,ARI,NFL,15,15.0,217,687,3.17,8,45.8,21.0,18,134,7.44,0,8.9,85.7%,6.38,821,8,54.699999999999996,0
1337,1338,Billy Sims\SimsBi00,1984,29,1-1,DET,NFL,8,8.0,130,687,5.28,5,85.9,,31,239,7.71,0,29.9,,,926,5,115.80000000000001,0
1338,1339,Charlie Smith\SmitCh01,1972,26,4-110,OAK,NFL,14,13.0,170,686,4.04,8,49.0,,28,353,12.61,2,25.2,,,1039,10,74.2,0
1339,1340,Isaiah Crowell\CrowIs00,2018,25,,NYJ,NFL,13,6.0,143,685,4.79,6,52.7,28.0,21,152,7.24,0,11.7,75.0%,5.43,837,6,64.4,0
1340,1341,Felix Jones\JoneFe00,2009,22,1-22,DAL,NFL,14,1.0,116,685,5.91,3,48.9,22.0,19,119,6.26,0,8.5,86.4%,5.41,804,3,57.4,0
1341,1342,Tony Nathan\NathTo00,1983,27,3-61,MIA,NFL,16,12.0,151,685,4.54,3,42.8,,52,461,8.87,1,28.8,,,1146,4,71.6,0
1342,1343,Heath Sherman\SherHe00,1990,23,6-162,PHI,NFL,14,6.0,164,685,4.18,1,48.9,,23,167,7.26,3,11.9,,,852,4,60.8,0
1343,1344,James Stewart\StewJa00,2001,30,1-19,DET,NFL,11,10.0,143,685,4.79,1,62.3,26.0,23,242,10.52,1,22.0,88.5%,9.31,927,2,84.3,0
1344,1345,Ronnie Coleman\ColeRo00,1976,25,,HOU,NFL,13,13.0,171,684,4.0,2,52.6,,40,247,6.18,3,19.0,,,931,5,71.6,0
1345,1346,Herman Heard\HearHe00,1984,23,3-61,KAN,NFL,16,9.0,165,684,4.15,4,42.8,,25,223,8.92,0,13.9,,,907,4,56.699999999999996,0
1346,1347,Barry Word\WordBa00,1991,28,3-62,KAN,NFL,16,3.0,160,684,4.28,4,42.8,,2,13,6.5,0,0.8,,,697,4,43.599999999999994,0
1347,1348,Jon Arnett\ArneJo00,1958,23,1-2,RAM,NFL,12,12.0,133,683,5.14,6,56.9,,35,494,14.11,1,41.2,,,1177,7,98.1,0
1348,1349,Marion Butts\ButtMa00,1989,23,7-183,SDG,NFL,15,5.0,170,683,4.02,9,45.5,,7,21,3.0,0,1.4,,,704,9,46.9,0
1349,1350,Marcus Allen*\AlleMa00,1990,30,1-10,RAI,NFL,16,15.0,179,682,3.81,12,42.6,,15,189,12.6,1,11.8,,,871,13,54.400000000000006,0
1350,1351,Michael Bennett\BennMi00,2001,23,1-27,MIN,NFL,13,13.0,172,682,3.97,2,52.5,38.0,29,226,7.79,1,17.4,76.3%,5.95,908,3,69.9,0
1351,1352,Charlie Smith\SmitCh01,1973,27,4-110,OAK,NFL,14,14.0,173,682,3.94,4,48.7,,28,260,9.29,1,18.6,,,942,5,67.30000000000001,0
1352,1353,Scott Dierking\DierSc00,1978,23,4-90,NYJ,NFL,15,13.0,170,681,4.01,4,45.4,,19,152,8.0,0,10.1,,,833,4,55.5,0
1353,1354,Paul Hornung*\HornPa00,1959,24,1-1,GNB,NFL,12,12.0,152,681,4.48,7,56.8,,15,113,7.53,0,9.4,,,794,7,66.2,0
1354,1355,Dave Osborn\OsboDa00,1970,27,13-176,MIN,NFL,14,10.0,207,681,3.29,5,48.6,,23,202,8.78,1,14.4,,,883,6,63.0,0
1355,1356,Charlie Smith\SmitCh01,1970,24,4-110,OAK,NFL,14,14.0,168,681,4.05,3,48.6,,23,173,7.52,2,12.4,,,854,5,61.0,0
1356,1357,Matt Suhey\SuheMa00,1983,25,2-46,CHI,NFL,16,13.0,149,681,4.57,4,42.6,,49,429,8.76,1,26.8,,,1110,5,69.4,0
1357,1358,Mike Alstott\AlstMi00,2001,28,2-35,TAM,NFL,16,16.0,165,680,4.12,10,42.5,50.0,35,231,6.6,1,14.4,70.0%,4.62,911,11,56.9,0
1358,1359,Giovani Bernard\BernGi00,2014,23,2-37,CIN,NFL,13,9.0,168,680,4.05,5,52.3,59.0,43,349,8.12,2,26.8,72.9%,5.92,1029,7,79.1,0
1359,1360,Ricky Ervins\ErviRi00,1991,23,3-76,WAS,NFL,15,0.0,145,680,4.69,3,45.3,,16,181,11.31,1,12.1,,,861,4,57.4,0
1360,1361,John Riggins*\RiggJo00,1974,25,1-6,NYJ,NFL,10,10.0,169,680,4.02,5,68.0,,19,180,9.47,2,18.0,,,860,7,86.0,0
1361,1362,Lamar Smith\SmitLa00,1996,26,3-73,SEA,NFL,16,2.0,153,680,4.44,8,42.5,16.0,9,58,6.44,0,3.6,56.3%,3.63,738,8,46.1,0
1362,1363,Jonathan Stewart\StewJo00,2017,30,1-13,CAR,NFL,15,10.0,198,680,3.43,6,45.3,15.0,8,52,6.5,1,3.5,53.3%,3.47,732,7,48.8,0
1363,1364,Tom Tracy\TracTo00,1960,26,5-50,PIT,NFL,12,12.0,192,680,3.54,5,56.7,,24,349,14.54,4,29.1,,,1029,9,85.80000000000001,0
1364,1365,Alan Ameche\AmecAl00,1959,26,1-3,BAL,NFL,12,11.0,178,679,3.81,7,56.6,,13,129,9.92,1,10.8,,,808,8,67.4,0
1365,1366,Donny Anderson\AndeDo00,1973,30,1-7,STL,NFL,14,13.0,167,679,4.07,10,48.5,,41,409,9.98,3,29.2,,,1088,13,77.7,0
1366,1367,Ricky Bell\BellRi01,1978,23,1-1,TAM,NFL,12,9.0,185,679,3.67,6,56.6,,15,122,8.13,0,10.2,,,801,6,66.8,0
1367,1368,Cid Edwards\EdwaCi00,1972,29,,SDG,NFL,12,12.0,157,679,4.32,5,56.6,,40,557,13.93,2,46.4,,,1236,7,103.0,0
1368,1369,Dick Hoak\HoakDi00,1963,24,7-90,PIT,NFL,12,12.0,216,679,3.14,6,56.6,,11,118,10.73,1,9.8,,,797,7,66.4,0
1369,1370,Walter Payton*\PaytWa00,1975,21,1-4,CHI,NFL,13,7.0,196,679,3.46,7,52.2,,33,213,6.45,0,16.4,,,892,7,68.6,0
1370,1371,Mike Anderson\AndeMi00,2001,28,6-189,DEN,NFL,16,7.0,175,678,3.87,4,42.4,12.0,8,46,5.75,0,2.9,66.7%,3.83,724,4,45.3,0
1371,1372,Ryan Mathews\MathRy00,2010,23,1-12,SDG,NFL,12,9.0,158,678,4.29,7,56.5,26.0,22,145,6.59,0,12.1,84.6%,5.58,823,7,68.6,0
1372,1373,Tyrone Wheatley\WheaTy00,2003,31,1-17,OAK,NFL,15,5.0,159,678,4.26,4,45.2,18.0,12,120,10.0,0,8.0,66.7%,6.67,798,4,53.2,0
1373,1374,Mike Bell\BellMi00,2006,23,,DEN,NFL,15,3.0,157,677,4.31,8,45.1,27.0,20,158,7.9,0,10.5,74.1%,5.85,835,8,55.6,0
1374,1375,Eric Dickerson*\DickEr00,1990,30,1-2,IND,NFL,11,8.0,166,677,4.08,4,61.5,,18,92,5.11,0,8.4,,,769,4,69.9,0
1375,1376,Lawrence Phillips\PhilLa00,1997,22,1-6,2TM,NFL,12,9.0,201,677,3.37,8,56.4,19.0,11,39,3.55,0,3.3,57.9%,2.05,716,8,59.699999999999996,0
1376,1377,John Riggins*\RiggJo00,1985,36,1-6,WAS,NFL,12,11.0,176,677,3.85,8,56.4,,6,18,3.0,0,1.5,,,695,8,57.9,0
1377,1378,Kevan Barlow\BarlKe00,2002,23,3-80,SFO,NFL,14,0.0,145,675,4.66,4,48.2,21.0,14,136,9.71,1,9.7,66.7%,6.48,811,5,57.900000000000006,0
1378,1379,Andy Johnson\JohnAn01,1978,26,5-112,NWE,NFL,15,13.0,147,675,4.59,3,45.0,,26,267,10.27,0,17.8,,,942,3,62.8,0
1379,1380,Clint Jones\JoneCl00,1971,26,1-2,MIN,NFL,14,10.0,180,675,3.75,4,48.2,,9,98,10.89,0,7.0,,,773,4,55.2,0
1380,1381,Don McCauley\McCaDo00,1972,23,1-22,BAL,NFL,14,10.0,178,675,3.79,2,48.2,,30,256,8.53,2,18.3,,,931,4,66.5,0
1381,1382,Joe Perry*\PerrJo00,1961,34,,BAL,NFL,13,13.0,168,675,4.02,3,51.9,,34,322,9.47,1,24.8,,,997,4,76.7,0
1382,1383,Cedric Benson\BensCe00,2007,25,1-4,CHI,NFL,11,11.0,196,674,3.44,4,61.3,27.0,17,123,7.24,0,11.2,63.0%,4.56,797,4,72.5,0
1383,1384,Don Bosseler\BossDo00,1957,21,1-9,WAS,NFL,12,10.0,167,673,4.03,7,56.1,,19,152,8.0,0,12.7,,,825,7,68.8,0
1384,1385,Boyce Green\GreeBo00,1984,24,11-288,CLE,NFL,16,10.0,202,673,3.33,0,42.1,,12,124,10.33,1,7.8,,,797,1,49.9,0
1385,1386,Steven Jackson\JackSt00,2004,21,1-24,STL,NFL,14,3.0,134,673,5.02,4,48.1,24.0,19,189,9.95,0,13.5,79.2%,7.88,862,4,61.6,0
1386,1387,Terrance West\WestTe00,2014,23,3-94,CLE,NFL,14,6.0,171,673,3.94,4,48.1,13.0,11,64,5.82,1,4.6,84.6%,4.92,737,5,52.7,0
1387,1388,Ricky Williams\WillRi00,2010,33,1-5,MIA,NFL,16,0.0,159,673,4.23,2,42.1,30.0,19,141,7.42,1,8.8,63.3%,4.7,814,3,50.900000000000006,0
1388,1389,Pete Banaszak\BanaPe00,1975,31,5-59 5-59AFL,OAK,NFL,14,0.0,187,672,3.59,16,48.0,,10,64,6.4,0,4.6,,,736,16,52.6,0
1389,1390,Warrick Dunn\DunnWa00,2003,28,1-12,ATL,NFL,11,6.0,125,672,5.38,3,61.1,52.0,37,336,9.08,2,30.5,71.2%,6.46,1008,5,91.6,0
1390,1391,Boobie Clark\ClarBo00,1976,26,12-302,CIN,NFL,13,9.0,151,671,4.44,7,51.6,,23,158,6.87,1,12.2,,,829,8,63.8,0
1391,1392,Paul Hornung*\HornPa00,1960,25,1-1,GNB,NFL,12,12.0,160,671,4.19,13,55.9,,28,257,9.18,2,21.4,,,928,15,77.3,0
1392,1393,Willis McGahee\McGaWi00,2008,27,1-23,BAL,NFL,13,8.0,170,671,3.95,7,51.6,32.0,24,173,7.21,0,13.3,75.0%,5.41,844,7,64.9,0
1393,1394,Delvin Williams\WillDe01,1980,29,2-49,MIA,NFL,15,10.0,187,671,3.59,2,44.7,,31,207,6.68,0,13.8,,,878,2,58.5,0
1394,1395,Tom Woodeshick\WoodTo01,1967,26,8-102 4-28AFL,PHI,NFL,14,13.0,155,670,4.32,6,47.9,,34,391,11.5,4,27.9,,,1061,10,75.8,0
1395,1396,Mike Strachan\StraMi00,1975,22,9-216,NOR,NFL,11,11.0,161,668,4.15,2,60.7,,30,224,7.47,0,20.4,,,892,2,81.1,0
1396,1397,BenJarvus Green-Ellis\GreeBe00,2011,26,,NWE,NFL,16,6.0,181,667,3.69,11,41.7,13.0,9,159,17.67,0,9.9,69.2%,12.23,826,11,51.6,0
1397,1398,Greg Hill\HillGr00,1995,23,1-25,KAN,NFL,16,1.0,155,667,4.3,1,41.7,14.0,7,45,6.43,0,2.8,50.0%,3.21,712,1,44.5,0
1398,1399,Tony Nathan\NathTo00,1985,29,3-61,MIA,NFL,16,15.0,143,667,4.66,5,41.7,,72,651,9.04,1,40.7,,,1318,6,82.4,0
1399,1400,Brad Baxter\BaxtBr00,1991,24,11-303,NYJ,NFL,16,14.0,184,666,3.62,11,41.6,,12,124,10.33,0,7.8,,,790,11,49.4,0
1400,1401,Jerome Bettis*\BettJe00,2002,30,1-10,PIT,NFL,13,11.0,187,666,3.56,9,51.2,9.0,7,57,8.14,0,4.4,77.8%,6.33,723,9,55.6,0
1401,1402,John David Crow\CrowJo00,1959,24,1-2,CRD,NFL,12,11.0,140,666,4.76,3,55.5,,27,328,12.15,4,27.3,,,994,7,82.8,0
1402,1403,Sam Cunningham\CunnSa00,1975,25,1-11,NWE,NFL,13,13.0,169,666,3.94,6,51.2,,32,253,7.91,2,19.5,,,919,8,70.7,0
1403,1404,Johnny Johnson\JohnJo00,1991,23,7-169,PHO,NFL,15,13.0,196,666,3.4,4,44.4,,29,225,7.76,2,15.0,,,891,6,59.4,0
1404,1405,Altie Taylor\TaylAl00,1970,23,2-34,DET,NFL,14,14.0,198,666,3.36,2,47.6,,27,261,9.67,2,18.6,,,927,4,66.2,0
1405,1406,Mike Alstott\AlstMi00,1997,24,2-35,TAM,NFL,15,15.0,176,665,3.78,7,44.3,33.0,23,178,7.74,3,11.9,69.7%,5.39,843,10,56.199999999999996,0
1406,1407,John Fuqua\FuquJo00,1972,26,11-273,PIT,NFL,13,13.0,150,665,4.43,4,51.2,,18,152,8.44,0,11.7,,,817,4,62.900000000000006,0
1407,1408,Richard Huntley\HuntRi00,2001,29,4-117,CAR,NFL,14,9.0,165,665,4.03,2,47.5,32.0,21,101,4.81,1,7.2,65.6%,3.16,766,3,54.7,0
1408,1409,Kevin Mack\MackKe00,1986,24,1-11,CLE,NFL,12,12.0,174,665,3.82,10,55.4,,28,292,10.43,0,24.3,,,957,10,79.7,0
1409,1410,Kevin Jones\JoneKe02,2005,23,1-30,DET,NFL,13,13.0,186,664,3.57,5,51.1,28.0,20,109,5.45,0,8.4,71.4%,3.89,773,5,59.5,0
1410,1411,Brad Muster\MustBr00,1990,25,1-23,CHI,NFL,16,15.0,141,664,4.71,6,41.5,,47,452,9.62,0,28.3,,,1116,6,69.8,0
1411,1412,Jim Otis\OtisJi00,1978,30,9-218,STL,NFL,15,9.0,197,664,3.37,8,44.3,,8,38,4.75,0,2.5,,,702,8,46.8,0
1412,1413,Jim Otis\OtisJi00,1974,26,9-218,STL,NFL,14,12.0,158,664,4.2,1,47.4,,19,109,5.74,0,7.8,,,773,1,55.199999999999996,0
1413,1414,Chris Johnson\JohnCh04,2014,29,1-24,NYJ,NFL,16,6.0,155,663,4.28,1,41.4,34.0,24,151,6.29,1,9.4,70.6%,4.44,814,2,50.8,0
1414,1415,Julius Jones\JoneJu01,2009,28,2-43,SEA,NFL,14,14.0,177,663,3.75,2,47.4,43.0,35,232,6.63,2,16.6,81.4%,5.4,895,4,64.0,0
1415,1416,DeMarco Murray\MurrDe00,2012,24,3-71,DAL,NFL,10,10.0,161,663,4.12,4,66.3,42.0,35,251,7.17,0,25.1,83.3%,5.98,914,4,91.4,0
1416,1417,Jess Phillips\PhilJe00,1973,26,4-84,NOR,NFL,14,14.0,198,663,3.35,0,47.4,,22,169,7.68,0,12.1,,,832,0,59.5,0
1417,1418,Dickie Post\PostDi00,1967,22,4-94,SDG,AFL,13,,161,663,4.12,7,51.0,,32,278,8.69,1,21.4,,,941,8,72.4,0
1418,1419,Edgerrin James*\JameEd00,2001,23,1-4,IND,NFL,6,6.0,151,662,4.38,3,110.3,29.0,24,193,8.04,0,32.2,82.8%,6.66,855,3,142.5,0
1419,1420,Tom Matte\MattTo00,1968,29,1-7 5-37AFL,BAL,NFL,14,14.0,183,662,3.62,9,47.3,,25,275,11.0,1,19.6,,,937,10,66.9,0
1420,1421,Mewelde Moore\MoorMe00,2005,23,4-119,MIN,NFL,16,8.0,155,662,4.27,1,41.4,49.0,37,339,9.16,2,21.2,75.5%,6.92,1001,3,62.599999999999994,0
1421,1422,Mike Rozier\RoziMi00,1986,25,1-2,HOU,NFL,13,13.0,199,662,3.33,4,50.9,,24,180,7.5,0,13.8,,,842,4,64.7,0
1422,1423,Harold Green\GreeHa00,1995,27,2-38,CIN,NFL,15,15.0,171,661,3.87,2,44.1,41.0,27,182,6.74,1,12.1,65.9%,4.44,843,3,56.2,0
1423,1424,Ryan Mathews\MathRy00,2016,29,1-12,PHI,NFL,13,8.0,155,661,4.26,8,50.8,14.0,13,115,8.85,1,8.8,92.9%,8.21,776,9,59.599999999999994,0
